subject_id_temporary	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_date	author_id	subject_source	subject_source_version	object_source	object_source_version	mapping_cardinality	confidence	comment
mbmvpax69	insular proisocortex	skos:exactMatch	UBERON:0014951	prosiocortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0014951	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.8	
mbmvpax70	lateral intraparietal area of cortex	skos:broadMatch	UBERON:0002913	intraparietal sulcus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002913	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax71	medial intraparietal area of cortex	skos:broadMatch	UBERON:0002913	intraparietal sulcus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002913	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax72	medial superior temporal area of cortex	skos:broadMatch	UBERON:0002734	superior temporal sulcus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002734	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	MT and MST are located on the STS https://en.wikipedia.org/wiki/Medial_superior_temporal_area#:~:text=The%20medial%20superior%20temporal%20(MST,in%20the%20detection%20of%20motion.
mbmvpax73	orbital periallocortex	skos:broadMatch	UBERON:0014736	periallocortex	HumanCuration	7/5/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0014736	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.7	There are several structures that qualify as a perillocortex. Recommendation to UBERON to include specific regional ones
mbmvpax74	orbital proisocortex	skos:broadMatch	UBERON:0014951	proisocortex	HumanCuration	7/1/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0014951	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.7	This is a general term that represents transitional areas of a certain kind. Recommendation to UBERON to include more regionally specific subtypes
mbmvpax75	occipito-parietal transitional area of cortex	skos:exactMatch	UBERON:0002695	parieto-occipital sulcus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002695	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.8	
mbmvpax76	parietal area PE	skos:exactMatch	UBERON:0006471	Brodmann (1909) area 5	HumanCuration	7/6/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006471	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.8	"In the macaque monkey the area PE corresponds to BA5.[6]" doi:10.1007/BF00231461; verification is needed before equating Brodmann areas
mbmvpax77	parietal area PE caudal part	skos:broadMatch	UBERON:0006471	Brodmann (1909) area 5	HumanCuration	7/6/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006471	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.8	"In the macaque monkey the area PE corresponds to BA5.[6]" doi:10.1007/BF00231461; verification is needed before equating Brodmann areas
mbmvpax78	parietal area PF (cortex)	skos:broadMatch	UBERON:0013573	Brodmann (1909) area 40	HumanCuration	7/6/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013573	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.8	UBERON definition lists subject as a subpart of the entity but does not have a separate one; verification is needed before equating Brodmann areas
mbmvpax79	parietal area PFG (cortex)	skos:broadMatch	UBERON:0002688	supramarginal gyrus	HumanCuration	7/6/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002688	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	PFG occupies the posterior part of the supramarginal gyrus but UBERON does not parcellate as such https://www.sciencedirect.com/topics/neuroscience/inferior-parietal-lobule
mbmvpax80	parietal area PG	skos:broadMatch	UBERON:0006480	Brodmann (1909) area 39	HumanCuration	7/6/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006480	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.8	https://www.sciencedirect.com/topics/neuroscience/inferior-parietal-lobule; verification is needed before equating Brodmann areas
mbmvpax81	parietal area PG medial part (cortex)	skos:broadMatch	UBERON:0006480	Brodmann (1909) area 39	HumanCuration	7/6/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006480	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.8	https://www.sciencedirect.com/topics/neuroscience/inferior-parietal-lobule; verification is needed before equating Brodmann areas; verification is needed before equating Brodmann areas
mbmvpax82	parietal areas PGa and IPa (fundus of superior temporal ventral area)	skos:broadMatch	UBERON:0002734	superior temporal sulcus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002734	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	UBERON parcelates only to agranular sulcus and banks of superior temporal sulcus which do not adequately capture the fundus entity
mbmvpax83	parainsular cortex lateral part	skos:broadMatch	UBERON:0006486	Brodmann (1909) area 52	HumanCuration	7/6/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006486	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.8	verification needed when mapping to Brodmann areas
mbmvpax84	parainsular cortex medial part	skos:broadMatch	UBERON:0006486	Brodmann (1909) area 52	HumanCuration	7/6/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006486	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.8	verification needed when mapping to Brodmann areas
mbmvpax85	piriform cortex	skos:exactMatch	UBERON:0004725	piriform cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0004725	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax86	proisocortical motor region (precentral opercular cortex)	skos:exactMatch	UBERON:0002605	precentral operculum	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002605	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax87	prostriate area	skos:broadMatch	UBERON:0002586	calcarine sulcus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002586	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	Prostriate area is located at the fundus of the calcarine sulcus
mbmvpax88	retroinsular area (cortex)	skos:broadMatch	UBERON:0002022	insula	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002022	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	"the retroinsular area... is located on the caudal extreme of the insula". UBERON does not parcellate insula into an appropriate entity http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=3327
mbmvpax89	secondary somatosensory cortex external part	skos:broadMatch	UBERON:0008934	secondary somatosensroy cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0008934	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Uberon does not parcellate secondary somatosensory cortex further
mbmvpax90	secondary somatosensory cortex internal part	skos:broadMatch	UBERON:0008934	secondary somatosensroy cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0008935	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Uberon does not parcellate secondary somatosensory cortex further
mbmvpax91	secondary somatosensory cortex parietal rostral area	skos:broadMatch	UBERON:0008934	secondary somatosensroy cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0008936	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Uberon does not parcellate secondary somatosensory cortex further
mbmvpax92	secondary somatosensory cortex parietal ventral area	skos:broadMatch	UBERON:0008934	secondary somatosensroy cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0008937	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Uberon does not parcellate secondary somatosensory cortex further
mbmvpax93	superior temporal rostral area (cortex)	skos:broadMatch	UBERON:0002769	superior temporal gyrus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002769	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.8	No area that captures exclusibely the rostral part of the STG. so matched broadly to the structure as a whole
mbmvpax94	temporal area TE1 (inferior temporal cortex)	skos:broadMatch	UBERON:0003939	transverse gyrus of Heschl	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0003939	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	"Areas Te1 and Te2 are located on the dorsal surface of the superior temporal gyrus, where they occupy Heschl gyrus and the temporal plane, respectively" https://www.sciencedirect.com/topics/neuroscience/brodmann-area-41
mbmvpax95	temporal area TE2 (inferior temporal cortex)	skos:broadMatch	UBERON:0002769	superior temporal gyrus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_00027699	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	"Areas Te1 and Te2 are located on the dorsal surface of the superior temporal gyrus, where they occupy Heschl gyrus and the temporal plane, respectively" https://www.sciencedirect.com/topics/neuroscience/brodmann-area-42
mbmvpax96	temporal area TE3 (inferior temporal cortex)	skos:broadMatch	UBERON:0002769	superior temporal gyrus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_00027699	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	"Area Te3 is confined to the lateral bulge of the superior temporal gyrus" https://www.sciencedirect.com/topics/neuroscience/brodmann-area-41
mbmvpax97	temporal area TE occipital part	skos:broadMatch	UBERON:0002751	inferior temporal gyrus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002751	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	"The visual recognition system in the IT cortex is distributed in multiple areas, including area TE" - UBERON does not parcelate ITG further  https://www.sciencedirect.com/topics/medicine-and-dentistry/inferior-temporal-cortex
mbmvpax98	temporal area TF	skos:broadMatch	UBERON:0002751	inferior temporal gyrus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002751	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	Listed as a part of the inferior temporal system  https://www.ncbi.nlm.nih.gov/books/NBK519512/
mbmvpax99	temporal area TF occipital part	skos:broadMatch	UBERON:0002693	occipitotemporal sulcus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002693	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	"Area TF is found on the occipitotemporal sulcus and anterior fusiform gyrus" . Not completley sure what is meant by 'occipital part' in subject label  https://www.ncbi.nlm.nih.gov/books/NBK519512/
mbmvpax100	temporal area TH	skos:broadMatch	UBERON:0002973	parahippocampal gyrus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002973	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	Subject is a part of the hippocampal cortex
mbmvpax101	temporal area TL	skos:exactMatch	UBERON:0001871	temporal lobe	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0001871	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax102	temporal area TL occipital part	skos:broadMatch	UBERON:0001871	temporal lobe	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0001871	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	though the UBERON entry has several parcellations, none explicitly encompass the "occipital part"
mbmvpax103	temporo-parieto-occipital association area (superior temporal polysensory cortex)	skos:broadMatch	UBERON:0002734	superior temporal sulcus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002734	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.8	The STP lies in the upper bank and fundus of the anterior portion of the STS. UBERON does not have such entity nor the entities that make it up, so chose to broadly match to the STS
mbmvh104	Temporopolar proisocortex	skos:exactMatch	UBERON:0006479	Brodmann (1909) area 38	HumanCuration	7/5/2022	orcid:0000-0002-6136-4102	Liu C, et al. Marmoset Brain Mapping V3: Population multi-modal standard volumetric and surface-based templates. Neuroimage (2021) doi:10.1016/j.neuroimage.2020.117620.		http://purl.obolibrary.org/obo/UBERON_0006479	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.7	-Brodmann area 38 is descrbed as the temperopolar cortex but domain specific validation is essential to verify  -reccomendation to UBERON would be to include this region
mbmvpax105	temporal proisocortex	skos:broadMatch	UBERON:0014951	proisocortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0014951	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.7	This is a general term that represents transitional areas of a certain kind. Recommendation to UBERON to include more regionally specific subtypes
mbmvpax106	temporoparietal transitional area	skos:exactMatch	UBERON:0023852	temporoparietal junction	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0023852	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.7	semantic inference lead to equating transitional area with junction but not entirely sure that it refers to the same structure
mbmvpax107	primary visual cortex	skos:exactMatch	UBERON:0002436	primary visual cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0000348	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax108	visual area 2	skos:exactMatch	UBERON:0022232	secondary visual cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0022232	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax109	visual area 3 (ventrolateral posterior area)	skos:broadMatch	UBERON:0000411	visual cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0000411	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	very broadly matched to the visual cortex as there is a lot of discrepency on the location and organization of v3; UBERON does not parcellate into parts of v3
mbmvpax110	visual area 3A (dorsoanterior area)	skos:broadMatch	UBERON:0000411	visual cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0000411	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	0.9	very broadly matched to the visual cortex as there is a lot of discrepency on the location and organization of v3; UBERON does not parcellate into parts of v4
mbmvpax111	visual area 4 (ventrolatereral anterior area)	skos:broadMatch	UBERON:0014370	extrastriate cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0014370	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	v4 is located in the extrastriate cortex which is not parcellated in UBERON
mbmvpax112	visual area 4 transitional part (middle temporal crescent)	skos:broadMatch	UBERON:0014370	extrastriate cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0014370	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	v4 is located in the extrastriate cortex which is not parcellated in UBERON
mbmvpax113	visual area 5 (middle temporal area)	skos:broadMatch	UBERON:0002734	superior temporal sulcus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002734	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	MT and MST are located on the STS https://en.wikipedia.org/wiki/Medial_superior_temporal_area#:~:text=The%20medial%20superior%20temporal%20(MST,in%20the%20detection%20of%20motion.
mbmvpax114	visual area 6 (dorsomedial area)	skos:broadMatch	UBERON:0014370	extrastriate cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0014370	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	v6 is located in the dorsal part of the extrastriate cortex which is not parcellated in UBERON
mbmvpax115	visual area 6A (posterior parietal medial area)	skos:broadMatch	UBERON:0014370	extrastriate cortex	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0014370	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	v6 is located in the dorsal part of the extrastriate cortex which is not parcellated in UBERON
mbmvpax116	ventral intraparietal area of cortex	skos:broadMatch	UBERON:0002913	intraparietal sulcus	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0002913	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
