subject_id_temporary	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_date	author_id	subject_source	subject_source_version	object_source	object_source_version	mapping_cardinality	confidence	comment
mbmvpax01	areas 1 and 2 of cortex	skos:narrowMatch	UBERON:0006099	Brodmann (1909) area 1	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006099	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:2	1	UBERON does not have a combined entry for areas 1 and 2
mbmvpax01	areas 1 and 2 of cortex	skos:narrowMatch	UBERON:0013533	Brodmann (1909) area 2	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013533	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:2	1	UBERON does not have a combined entry for areas 1 and 3
mbmvpax02	area 10 of cortex	skos:exactMatch	UBERON:0013541	Brodmann (1909) area 10	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013541	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax03	area 11 of cortex	skos:exactMatch	UBERON:001352	Brodmann (1909) area 11	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013528	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax04	area 13 of cortex lateral part	skos:broadMatch	UBERON:0013544	Brodmann (1909) area 13	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013544	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax05	area 13 of cortex medial part	skos:broadMatch	UBERON:0013544	Brodmann (1909) area 13	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013545	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax06	area 13a of cortex	skos:broadMatch	UBERON:0013544	Brodmann (1909) area 13	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013546	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax07	area 13b of cortex	skos:broadMatch	UBERON:0013544	Brodmann (1909) area 13	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013547	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax08	area 14 of cortex caudal part	skos:broadMatch	UBERON:0013545	Brodmann (1909) area 14	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_00135455	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax09	area 14 of cortex rostral part	skos:broadMatch	UBERON:0013545	Brodmann (1909) area 14	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013545	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax10	area 19 of cortex dorsointermediate part	skos:broadMatch	UBERON:0013550	Brodmann (1909) area 19	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013550	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax11	area 19 of cortex medial part	skos:broadMatch	UBERON:0013550	Brodmann (1909) area 19	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013551	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax12	area 23 of cortex ventral part	skos:broadMatch	UBERON:0013554	Brodmann (1909) area 23	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013554	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax13	area 23a of cortex	skos:broadMatch	UBERON:0013554	Brodmann (1909) area 23	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013555	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax14	area 23b of cortex	skos:broadMatch	UBERON:0013554	Brodmann (1909) area 23	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013556	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax15	area 23c of cortex	skos:broadMatch	UBERON:0013554	Brodmann (1909) area 23	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013557	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax16	area 24a of cortex	skos:broadMatch	UBERON:0006101	Brodmann (1909) area 24	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006101	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax17	area 24b of cortex	skos:broadMatch	UBERON:0006101	Brodmann (1909) area 24	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006102	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax18	area 24c of cortex	skos:broadMatch	UBERON:0006101	Brodmann (1909) area 24	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006103	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax19	area 24d of cortex	skos:broadMatch	UBERON:0006101	Brodmann (1909) area 24	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006104	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax20	area 25 of cortex	skos:exactMatch	UBERON:0013556	Brodmann (1909) area 25	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_00135566	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax21	area 29a-c of cortex	skos:broadMatch	UBERON:0004717	Brodmann (1909) area 29	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0004717	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax22	area 29d of cortex	skos:broadMatch	UBERON:0004717	Brodmann (1909) area 29	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0004718	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax23	area 30 of cortex	skos:exactMatch	UBERON:0006474	Brodmann (1909) area 30	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006474	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax24	area 31 of cortex	skos:exactMatch	UBERON:0006475	Brodmann (1909) area 31	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006475	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax25	area 32 of cortex	skos:exactMatch	UBERON:0013560	Brodmann (1909) area 32	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013560	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax26	area 32 of cortex ventral part	skos:broadMatch	UBERON:0013560	Brodmann (1909) area 32	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0013560	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax27	area 35 of cortex	skos:exactMatch	UBERON:0006102	Brodmann (1909) area 35	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_00061022	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax28	area 36 of cortex	skos:exactMatch	UBERON:0006104	Brodmann (1909) area 36	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_00061044	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
mbmvpax29	area 3a of cortex (somatosensory)	skos:broadMatch	UBERON:0006100	Brodmann (1909) area 3	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006100	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax30	area 3b of cortex (somatosensory)	skos:broadMatch	UBERON:0006100	Brodmann (1909) area 3	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_00061000	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	Entry not parcellated further in UBERON
mbmvpax31	area 45 of cortex	skos:exactMatch	UBERON:0006482	Brodmann (1909) area 45	HumanCuration	7/7/2022	orcid:0000-0002-6136-4102	Paxinos, George & Watson, Charles & Rosa, Marcello & Petrides, Michael & Tokuno, Hironobu. (2012). PDF of The Marmoset Brain in Stereotaxic Coordinates. 	July 2022	http://purl.obolibrary.org/obo/UBERON_0006482	http://purl.obolibrary.org/obo/uberon/releases/2022-06-20/uberon.owl	1:1	1	
